"","id","condcode","item","sentencetype","predictability","ROI","laterality","anteriority","window","amplitude","target","target.cloze","target.len","target.lg10WF"
"46292","2_43","2","43","old","low","8","midline","posterior","t300_500",1.6874701,"punished",0,8,2.72
"46321","2_44","2","44","old","low","9","right","posterior","t300_500",1.348935,"praised",0,7,1.94
"46339","2_44","2","44","old","low","7","left","posterior","t300_500",4.90249,"praised",0,7,1.94
"46354","2_44","2","44","old","low","8","midline","posterior","t300_500",2.693617,"praised",0,7,1.94
"46393","2_45","2","45","old","low","7","left","posterior","t300_500",3.39555847,"penalized",0.033,9,1.36
"46414","2_45","2","45","old","low","9","right","posterior","t300_500",1.75932,"penalized",0.033,9,1.36
"46433","2_45","2","45","old","low","8","midline","posterior","t300_500",0.806029,"penalized",0.033,9,1.36
"46461","2_46","2","46","old","low","7","left","posterior","t300_500",9.944217,"selected",0,8,2.4
"46484","2_46","2","46","old","low","9","right","posterior","t300_500",7.089856,"selected",0,8,2.4
"46485","2_46","2","46","old","low","8","midline","posterior","t300_500",8.873904,"selected",0,8,2.4
"46552","2_47","2","47","old","low","8","midline","posterior","t300_500",-1.80711666666667,"helped",0.033,6,3.38
"46553","2_47","2","47","old","low","7","left","posterior","t300_500",-2.10010333333333,"helped",0.033,6,3.38
"46569","2_47","2","47","old","low","9","right","posterior","t300_500",-0.596065,"helped",0.033,6,3.38
"46601","2_48","2","48","old","low","9","right","posterior","t300_500",2.932155,"recommended",0,11,2.44
"46642","2_48","2","48","old","low","8","midline","posterior","t300_500",2.38732,"recommended",0,11,2.44
"46653","2_48","2","48","old","low","7","left","posterior","t300_500",2.973928,"recommended",0,11,2.44
"46690","2_49","2","49","old","low","9","right","posterior","t300_500",2.85447,"recommended",0,11,2.44
"46714","2_49","2","49","old","low","8","midline","posterior","t300_500",2.4384549,"recommended",0,11,2.44
"46726","2_49","2","49","old","low","7","left","posterior","t300_500",1.895826,"recommended",0,11,2.44
"46769","2_50","2","50","old","low","9","right","posterior","t300_500",-5.31111583333333,"treated",0,7,3.09
"46785","2_50","2","50","old","low","7","left","posterior","t300_500",-5.0350475,"treated",0,7,3.09
"46799","2_50","2","50","old","low","8","midline","posterior","t300_500",-3.95304833333333,"treated",0,7,3.09
"46805","2_51","2","51","old","low","9","right","posterior","t300_500",0.337141666666667,"read",0.029,4,4.09
"46867","2_51","2","51","old","low","7","left","posterior","t300_500",1.40182166666667,"read",0.029,4,4.09
"46870","2_51","2","51","old","low","8","midline","posterior","t300_500",1.46647333333333,"read",0.029,4,4.09
"46899","2_52","2","52","old","low","7","left","posterior","t300_500",8.3918025,"convinced",0.03,9,3.03
"46906","2_52","2","52","old","low","9","right","posterior","t300_500",7.76497166666667,"convinced",0.03,9,3.03
"46909","2_52","2","52","old","low","8","midline","posterior","t300_500",8.22914166666667,"convinced",0.03,9,3.03
"46961","2_53","2","53","old","low","9","right","posterior","t300_500",0.3805,"used",0,4,4.24
"46981","2_53","2","53","old","low","7","left","posterior","t300_500",1.18337,"used",0,4,4.24
"47001","2_53","2","53","old","low","8","midline","posterior","t300_500",-0.50248,"used",0,4,4.24
"47042","2_54","2","54","old","low","9","right","posterior","t300_500",-3.59005,"studied",0,7,2.76
"47062","2_54","2","54","old","low","7","left","posterior","t300_500",-1.95736916666667,"studied",0,7,2.76
"47088","2_54","2","54","old","low","8","midline","posterior","t300_500",-3.20573666666667,"studied",0,7,2.76
"47104","2_55","2","55","old","low","7","left","posterior","t300_500",-1.07705,"recommended",0,11,2.44
"47112","2_55","2","55","old","low","9","right","posterior","t300_500",0.170013333333333,"recommended",0,11,2.44
"47154","2_55","2","55","old","low","8","midline","posterior","t300_500",-0.494083333333334,"recommended",0,11,2.44
"47206","2_56","2","56","old","low","9","right","posterior","t300_500",-2.99322125,"injured",0,7,2.73
"47208","2_56","2","56","old","low","8","midline","posterior","t300_500",-4.5616125,"injured",0,7,2.73
"47226","2_56","2","56","old","low","7","left","posterior","t300_500",-2.823605,"injured",0,7,2.73
"47262","2_57","2","57","old","low","9","right","posterior","t300_500",-0.291826333333333,"saved",0,5,3.55
"47276","2_57","2","57","old","low","8","midline","posterior","t300_500",-0.3737525,"saved",0,5,3.55
"47297","2_57","2","57","old","low","7","left","posterior","t300_500",-1.06291,"saved",0,5,3.55
"47315","2_58","2","58","old","low","9","right","posterior","t300_500",0.916663,"defeated",0,8,2.45
"47352","2_58","2","58","old","low","7","left","posterior","t300_500",0.569566,"defeated",0,8,2.45
"47358","2_58","2","58","old","low","8","midline","posterior","t300_500",-0.37757,"defeated",0,8,2.45
"47397","2_59","2","59","old","low","9","right","posterior","t300_500",3.94174416666667,"praised",0,7,1.94
"47414","2_59","2","59","old","low","8","midline","posterior","t300_500",3.71194166666667,"praised",0,7,1.94
"47428","2_59","2","59","old","low","7","left","posterior","t300_500",4.41990075,"praised",0,7,1.94
"47480","2_60","2","60","old","low","9","right","posterior","t300_500",-2.00489166666667,"punished",0,8,2.72
"47504","2_60","2","60","old","low","8","midline","posterior","t300_500",-0.711041666666666,"punished",0,8,2.72
"47519","2_60","2","60","old","low","7","left","posterior","t300_500",-1.10494166666667,"punished",0,8,2.72
"47535","2_61","2","61","old","low","9","right","posterior","t300_500",7.090745,"served",0,6,3
"47556","2_61","2","61","old","low","7","left","posterior","t300_500",6.85636333333333,"served",0,6,3
"47587","2_61","2","61","old","low","8","midline","posterior","t300_500",8.28866166666667,"served",0,6,3
"47616","2_62","2","62","old","low","9","right","posterior","t300_500",3.64265,"fired",0,5,3.5
"47651","2_62","2","62","old","low","7","left","posterior","t300_500",5.18833333333333,"fired",0,5,3.5
"47658","2_62","2","62","old","low","8","midline","posterior","t300_500",4.58043333333333,"fired",0,5,3.5
"47712","2_63","2","63","old","low","9","right","posterior","t300_500",-8.9409,"thrown",0,6,3.02
"47726","2_63","2","63","old","low","7","left","posterior","t300_500",-4.06629,"thrown",0,6,3.02
"47728","2_63","2","63","old","low","8","midline","posterior","t300_500",-7.15412416666667,"thrown",0,6,3.02
"47794","2_64","2","64","old","low","9","right","posterior","t300_500",-5.53746,"visited",0,7,2.55
"47798","2_64","2","64","old","low","8","midline","posterior","t300_500",-4.85524,"visited",0,7,2.55
"47805","2_64","2","64","old","low","7","left","posterior","t300_500",-1.521734,"visited",0,7,2.55
"47849","2_65","2","65","old","low","9","right","posterior","t300_500",3.43608,"caught",0,6,3.68
"47866","2_65","2","65","old","low","8","midline","posterior","t300_500",2.44569,"caught",0,6,3.68
"47878","2_65","2","65","old","low","7","left","posterior","t300_500",2.0426,"caught",0,6,3.68
"47906","2_66","2","66","old","low","9","right","posterior","t300_500",5.02549,"targeted",0,8,2.05
"47939","2_66","2","66","old","low","8","midline","posterior","t300_500",4.839138,"targeted",0,8,2.05
"47940","2_66","2","66","old","low","7","left","posterior","t300_500",3.564378,"targeted",0,8,2.05
"47980","2_67","2","67","old","low","7","left","posterior","t300_500",-1.72049375,"played",0,6,3.46
"48001","2_67","2","67","old","low","9","right","posterior","t300_500",-0.8323025,"played",0,6,3.46
"48019","2_67","2","67","old","low","8","midline","posterior","t300_500",-0.75860375,"played",0,6,3.46
"48068","2_68","2","68","old","low","7","left","posterior","t300_500",-0.3749025,"dated",0,5,2.78
"48069","2_68","2","68","old","low","9","right","posterior","t300_500",-2.26131333333333,"dated",0,5,2.78
"48086","2_68","2","68","old","low","8","midline","posterior","t300_500",-0.536116666666667,"dated",0,5,2.78
"48153","2_69","2","69","old","low","8","midline","posterior","t300_500",1.53350416666667,"disqualified",0,12,1.93
"48164","2_69","2","69","old","low","7","left","posterior","t300_500",0.557472416666666,"disqualified",0,12,1.93
"48168","2_69","2","69","old","low","9","right","posterior","t300_500",1.04720166666667,"disqualified",0,12,1.93
"48207","2_70","2","70","old","low","9","right","posterior","t300_500",-5.4817068,"beaten",0,6,2.79
"48223","2_70","2","70","old","low","8","midline","posterior","t300_500",-5.1406839,"beaten",0,6,2.79
"48233","2_70","2","70","old","low","7","left","posterior","t300_500",-3.507485,"beaten",0,6,2.79
"48275","2_71","2","71","old","low","9","right","posterior","t300_500",1.23982,"helped",0,6,3.38
"48284","2_71","2","71","old","low","8","midline","posterior","t300_500",1.333312,"helped",0,6,3.38
"48311","2_71","2","71","old","low","7","left","posterior","t300_500",1.172073,"helped",0,6,3.38
"48350","2_72","2","72","old","low","7","left","posterior","t300_500",1.213118,"caught",0,6,3.68
"48380","2_72","2","72","old","low","8","midline","posterior","t300_500",1.18979,"caught",0,6,3.68
"48384","2_72","2","72","old","low","9","right","posterior","t300_500",1.965288,"caught",0,6,3.68
"48405","2_73","2","73","old","low","7","left","posterior","t300_500",0.685034,"fired",0,5,3.5
"48434","2_73","2","73","old","low","9","right","posterior","t300_500",-2.02013,"fired",0,5,3.5
"48448","2_73","2","73","old","low","8","midline","posterior","t300_500",-1.22336,"fired",0,5,3.5
"48488","2_74","2","74","old","low","7","left","posterior","t300_500",3.730957,"hired",0,5,3.23
"48503","2_74","2","74","old","low","9","right","posterior","t300_500",2.948489,"hired",0,5,3.23
"48521","2_74","2","74","old","low","8","midline","posterior","t300_500",3.023644,"hired",0,5,3.23
"48557","2_75","2","75","old","low","7","left","posterior","t300_500",-0.21479,"fired",0,5,3.5
"48589","2_75","2","75","old","low","9","right","posterior","t300_500",-1.126077,"fired",0,5,3.5
"48596","2_75","2","75","old","low","8","midline","posterior","t300_500",-0.64296,"fired",0,5,3.5
"48647","2_76","2","76","old","low","9","right","posterior","t300_500",2.71595833333333,"hired",0,5,3.23
"48651","2_76","2","76","old","low","7","left","posterior","t300_500",2.68538166666667,"hired",0,5,3.23
"48671","2_76","2","76","old","low","8","midline","posterior","t300_500",2.80016683333333,"hired",0,5,3.23
"48704","2_77","2","77","old","low","7","left","posterior","t300_500",-6.62135,"defeated",0,8,2.45
"48710","2_77","2","77","old","low","9","right","posterior","t300_500",-3.17255,"defeated",0,8,2.45
"48723","2_77","2","77","old","low","8","midline","posterior","t300_500",-6.42195,"defeated",0,8,2.45
"48787","2_78","2","78","old","low","7","left","posterior","t300_500",3.53395,"defeated",0,8,2.45
"48799","2_78","2","78","old","low","9","right","posterior","t300_500",2.981443,"defeated",0,8,2.45
"48814","2_78","2","78","old","low","8","midline","posterior","t300_500",4.1096,"defeated",0,8,2.45
"48827","2_79","2","79","old","low","7","left","posterior","t300_500",-0.874615,"fired",0,5,3.5
"48849","2_79","2","79","old","low","8","midline","posterior","t300_500",0.0632500000000001,"fired",0,5,3.5
"48879","2_79","2","79","old","low","9","right","posterior","t300_500",-0.8343255,"fired",0,5,3.5
"48924","2_80","2","80","old","low","7","left","posterior","t300_500",1.93584166666667,"cured",0,5,2.49
"48941","2_80","2","80","old","low","9","right","posterior","t300_500",0.688725,"cured",0,5,2.49
"48960","2_80","2","80","old","low","8","midline","posterior","t300_500",-0.66305725,"cured",0,5,2.49
"49016","2_81","2","81","old","low","7","left","posterior","t300_500",1.986974,"hidden",0,6,3.04
"49028","2_81","2","81","old","low","9","right","posterior","t300_500",1.349514,"hidden",0,6,3.04
"49031","2_81","2","81","old","low","8","midline","posterior","t300_500",1.172653,"hidden",0,6,3.04
"49043","2_82","2","82","old","low","9","right","posterior","t300_500",6.04827625,"scared",0,6,3.83
"49073","2_82","2","82","old","low","7","left","posterior","t300_500",5.72285375,"scared",0,6,3.83
"49083","2_82","2","82","old","low","8","midline","posterior","t300_500",5.29891375,"scared",0,6,3.83
"49134","2_83","2","83","old","low","7","left","posterior","t300_500",-4.042665,"used",0,4,4.24
"49170","2_83","2","83","old","low","8","midline","posterior","t300_500",-5.5257125,"used",0,4,4.24
"49176","2_83","2","83","old","low","9","right","posterior","t300_500",-5.7507625,"used",0,4,4.24
"49211","2_84","2","84","old","low","7","left","posterior","t300_500",5.35095,"chosen",0.033,6,2.97
"49243","2_84","2","84","old","low","8","midline","posterior","t300_500",5.49134,"chosen",0.033,6,2.97
"49246","2_84","2","84","old","low","9","right","posterior","t300_500",5.86548,"chosen",0.033,6,2.97
"49294","2_85","2","85","old","low","9","right","posterior","t300_500",-2.50548,"adopted",0,7,2.63
"49298","2_85","2","85","old","low","7","left","posterior","t300_500",-2.08394,"adopted",0,7,2.63
"49310","2_85","2","85","old","low","8","midline","posterior","t300_500",-3.8196,"adopted",0,7,2.63
"49347","2_86","2","86","old","low","7","left","posterior","t300_500",4.94416666666667,"dated",0,5,2.78
"49356","2_86","2","86","old","low","9","right","posterior","t300_500",2.24129166666667,"dated",0,5,2.78
"49387","2_86","2","86","old","low","8","midline","posterior","t300_500",3.3401,"dated",0,5,2.78
"49410","2_87","2","87","old","low","9","right","posterior","t300_500",-2.7188925,"imprisoned",0,10,2.03
"49443","2_87","2","87","old","low","7","left","posterior","t300_500",-0.299883333333333,"imprisoned",0,10,2.03
"49446","2_87","2","87","old","low","8","midline","posterior","t300_500",-0.325066666666667,"imprisoned",0,10,2.03
"49485","2_88","2","88","old","low","7","left","posterior","t300_500",-3.11965666666667,"married",0,7,4.09
"49492","2_88","2","88","old","low","9","right","posterior","t300_500",-4.00543833333333,"married",0,7,4.09
"49524","2_88","2","88","old","low","8","midline","posterior","t300_500",-3.45470833333333,"married",0,7,4.09
"49575","2_89","2","89","old","low","9","right","posterior","t300_500",-4.36534166666667,"knighted",0,8,1.4
"49580","2_89","2","89","old","low","7","left","posterior","t300_500",-1.32831666666667,"knighted",0,8,1.4
"49603","2_89","2","89","old","low","8","midline","posterior","t300_500",-2.95983333333333,"knighted",0,8,1.4
"49619","2_90","2","90","old","low","7","left","posterior","t300_500",-3.09004625,"employed",0,8,2.32
"49658","2_90","2","90","old","low","9","right","posterior","t300_500",-3.213629875,"employed",0,8,2.32
"49671","2_90","2","90","old","low","8","midline","posterior","t300_500",-5.03539,"employed",0,8,2.32
"49691","2_91","2","91","old","low","7","left","posterior","t300_500",1.45624166666667,"hired",0,5,3.23
"49698","2_91","2","91","old","low","9","right","posterior","t300_500",-0.0442547499999996,"hired",0,5,3.23
"49737","2_91","2","91","old","low","8","midline","posterior","t300_500",0.231458333333333,"hired",0,5,3.23
"49757","2_92","2","92","old","low","9","right","posterior","t300_500",4.541273,"helped",0.032,6,3.38
"49763","2_92","2","92","old","low","7","left","posterior","t300_500",4.863468,"helped",0.032,6,3.38
"49780","2_92","2","92","old","low","8","midline","posterior","t300_500",4.30572,"helped",0.032,6,3.38
"49839","2_93","2","93","old","low","9","right","posterior","t300_500",4.703535,"forgiven",0,8,2.52
"49862","2_93","2","93","old","low","8","midline","posterior","t300_500",5.89323333333333,"forgiven",0,8,2.52
"49882","2_93","2","93","old","low","7","left","posterior","t300_500",8.11258166666667,"forgiven",0,8,2.52
"49949","2_94","2","94","old","low","7","left","posterior","t300_500",3.64654166666667,"replaced",0,8,2.63
"49955","2_94","2","94","old","low","8","midline","posterior","t300_500",2.92903333333333,"replaced",0,8,2.63
